sep=,
"Network","Page Name","Published time (UTC)","Post Type","Placement","Dark","Promoted","Reshare","Post text","Post URL","Post ID","Reach avg.","Likes","Comments","Saves","Engagement rate (reach)","Video views"
"INSTAGRAM","BMW Indonesia","2022-08-19 14:59:30","IMAGE","Timeline","No","No","No","Hari ini, BMW Group Indonesia bersama dengan @maybankid , hadirkan seremonial serah terima rangkaian kendaraan BMW yang akan menjadi Lead Car di Maybank Marathon 2022, yang akan diselenggarakan pada 28 Agustus 2022 di Bali Safari & Marine Park.  BMW Group Indonesia Sebagai Sustainable Mobility Partner Dukung Penyelenggaraan Maybank Marathon 2022 dengan menghadirkan kendaraan Full Listrik Premium BMW: BMW iX, dan BMW i4.  Bersama dengan rangkaian kendaraan listriknya, BMW Indonesia juga mendukung gelaran lari internasional ini dengan rangkaian kendaraan terlarisnya seperti #BMWX7, #BMW5Series, #BMWX1, dan #BMW3Series sebagai official car untuk Committee dan Marshal dari Maybank Marathon 2022.  #BMWIndonesia #BMWMaybankMarathon #BMWMMB2022","https://www.instagram.com/p/Chcf9mxP5Fc/","17933251604457209","25132","1160","10","28","4,77","-"
"INSTAGRAM","BMW Indonesia","2022-08-19 09:13:20","CAROUSEL","Timeline","No","No","No","Elegant, luxurious, detail oriented. The 8 Coupé is sport-optimized with M Aerodynamic Kit, Integral Active Steering, and illuminated kidney grille with extended M High-Gloss Shadowline. The touches of the Merino leather upholstery on the Multi-Functional seats perfected the interior ambience of spacious exclusivity. Your driving comfort will also be supported by our larger 12.3” central information display.  To maximize your experience for peak performance, the Active Driving Assistance Pro will be your extra eyes on the road, providing you the ultimate safety. Experience the luxury only at BMW Pavilion GIIAS, until 21 August 2022!  #The8Coupé #BMWIndonesia #DriveTheRealStars #BMWatGIIAS2022 #GIIAS2022","https://www.instagram.com/p/Chb4V10tGQz/","18217224670158016","9080","443","0","32","5,23","0"
"INSTAGRAM","BMW Indonesia","2022-08-18 11:56:15","CAROUSEL","Timeline","No","No","No","Untuk pertama kalinya di Indonesia, BMW Indonesia dan @maybankid meluncurkan kartu kredit eksklusif di segmen kendaraan premium, yaitu Kartu Kredit BMW Maybank.  Kartu kredit Co-Branding BMW Maybank ini memberikan berbagai penawaran dan keuntungan kepada para pemilik dan penggemar kendaraan BMW. Mulai dari program cicilan 0% di dealer BMW seluruh Indonesia dengan tenor hingga 24 bulan, potongan harga sampai dengan 10% untuk produk BMW Lifestyle dan BMW original parts, layanan roadside service assistance selama 1 tahun, dan program bebas upgrade bensin Shell V-Power dalam bentuk cashback. Tak hanya itu, para pemilik Kartu Kredit BMW Maybank juga bisa menikmati bebas biaya iuran tahunan sebesar Rp 1,5 juta apabila nasabah melakukan transaksi minimal satu kali dalam setahun di dealer BMW di Indonesia.  Para pemegang kartu kredit BMW Maybank juga akan mendapatkan penawaran khusus berupa welcome bonus untuk setiap pengajuan yang disetujui. Promo di berbagai merchant lain seperti promo bersantap, berbelanja, serta pembelian airline travel dan hotel juga bisa anda nikmati.  Segera kunjungi booth Maybank Indonesia di BMW Group Pavilion di GIIAS dan ajukan Kartu Kredit BMW Maybank anda untuk mendapatkan hadiah menarik!  #BMWIndonesia #BMWMaybankCreditCard #BMWatGIIAS2022 #GIIAS2022","https://www.instagram.com/p/ChZmMl-PQDb/","17931930170456658","32831","1866","5","51","5,85","0"
"INSTAGRAM","BMW Indonesia","2022-08-16 11:41:23","CAROUSEL","Timeline","No","No","No","#The220iCoupéMSport comes even more alive, enhanced with the M Performance Parts. Equipped with outstanding athletic design, 20” M Performance 795 M Y-spoke light alloy wheels, resulting in a very provocative and remarkable vehicle. Not to mention, the beautiful BMW M 50 Year Emblem on the vehicle’s front, rear, and wheel hubs.  Experience the remarkable The all-new BMW 220i Coupé M Sport, only at the BMW Pavilion at @giias_id. 11-21 Aug @ ICE BSD.  #The2Coupé #BMWIndonesia #DrivenByTheBest  #DriveTheRealStars #BMWatGIIAS2022 #GIIAS2022","https://www.instagram.com/p/ChUa58GPqAT/","17942209580211095","41370","2573","20","113","6,54","0"
"INSTAGRAM","BMW Indonesia","2022-08-15 11:39:08","CAROUSEL","Timeline","No","No","No","As one of its longstanding partners, we are extremely proud of our collaboration with the Indonesian Flag Carrier, @garuda.indonesia . Through our programs such as The Prestige Service with The BMW 730Li M Sport and Garuda Platinum Lounge Access for BMW customers, we believe this will add tremendous value to both BMW and Garuda Indonesia’s stakeholders, especially our loyal customers.  #DrivenByTheBest  #BMWxGarudaIndonesia","https://www.instagram.com/p/ChR12hXvJzH/","18035633218372372","12166","574","0","8","4,78","0"
"INSTAGRAM","BMW Indonesia","2022-08-11 13:40:44","CAROUSEL","Timeline","No","No","No","From end to end, this futuristic all-electric Sports Activity Vehicle sets the benchmark for style and sustainability; Engineered to provide inspiring performance with its 240 kW (326HP) - Joy is truly electric.   A luxury lounge atmosphere combined with under-stated elegance awaits its occupants.   Meet the new BMW iX only at the BMW Pavilion in GIIAS.   #TheiX #BMWIndonesia #BornElectric #DriveTheRealStars #BMWatGIIAS2022 #GIIAS2022","https://www.instagram.com/p/ChHwlrVPEhw/","17971156849731222","53139","3590","27","160","7,11","0"
"INSTAGRAM","BMW Indonesia","2022-08-11 13:03:20","VIDEO","Timeline","No","No","No","When others talk, we act. Because in BMW, Joy is Electric.  The #BMWiSeries shows how exceptional sustainability can be. With its innovative design and aerodynamic vitality, it elevates the electrifying look of @nicholassaputra, who's also wrapped in the finest design from DIOR @mydeardior .    Time to power through the new age of electro-mobility. Witness the #BornElectric vehicles, #Thei4 and #TheiX at BMW Pavilion GIIAS until 22 August 2022.  #Thei4 #TheiX #BMWIndonesia #BornElectric #DriveTheRealStars #BMWatGIIAS2022 #GIIAS2022","https://www.instagram.com/p/ChHsPjEh9jq/","17893430837663164","29548","1468","32","92","5,39","10827"
"INSTAGRAM","BMW Indonesia","2022-08-11 12:09:44","CAROUSEL","Timeline","No","No","No","An innovation for sustainability combined with electrifying performance in an M-sport package. It takes just 5.7 seconds for the BMW i4 eDrive40 M Sport to accelerate from 0-100kmh.   See eye to i with the new BMW i4 exclusively at BMW Pavilion GIIAS.   #Thei4 #BMWIndonesia #BornElectric #DriveTheRealStars #BMWatGIIAS2022 #GIIAS2022","https://www.instagram.com/p/ChHmLLuPz7o/","18178981765213821","64290","4682","36","201","7,65","0"
"INSTAGRAM","BMW Indonesia","2022-08-10 11:15:07","IMAGE","Timeline","No","No","No","Curious what a drive of the future looks and feels like? Built with sustainable materials, operated through new technology interfaces and finished with true craftsmanship. BMW takes energy efficiency and luxurious style to a whole new level. See a glimpse of the future only at BMW Pavilion GIIAS 2022 - ICE BSD, Tangerang!  #BMWIndonesia #DrivenByTheBest  #DriveTheRealStars #BMWatGIIAS2022 #GIIAS2022 #JOYisElectric","https://www.instagram.com/p/ChE7H_VNhhd/","17852799677796006","9179","328","2","8","3,68","-"
"INSTAGRAM","BMW Indonesia","2022-08-09 12:30:07","IMAGE","Timeline","No","No","No","What a bold-looking front kidney grill! Which also doubles as an intelligence panel with sensor technology. Not only does it give you a striking appearance, this automobile is truly an electric eye-catcher. Get the full experience of the electrifying joy only at @giias_id, 11-21 Aug - ICE BSD.  #BMWIndonesia #DrivenByTheBest #DriveTheRealStars #BMWatGIIAS2022 #GIIAS2022 #JOYisElectric","https://www.instagram.com/p/ChCe6r0v_0_/","17878123964672280","8849","475","3","10","5,51","-"
"INSTAGRAM","BMW Indonesia","2022-08-09 10:56:05","IMAGE","Timeline","No","No","No","Take charge of the future, and enjoy it in luxury while you're at it. Feel the joy of electric this week only at BMW Pavilion GIIAS at ICE BSD. Can you guess which model this is?  #BMWIndonesia #DrivenByTheBest #DriveTheRealStars #BMWatGIIAS2022 #GIIAS2022 #JOYisElectric","https://www.instagram.com/p/ChCUJ_OvBK7/","18313675180042129","14228","610","7","9","4,4","-"
"INSTAGRAM","BMW Indonesia","2022-08-07 13:00:21","CAROUSEL","Timeline","No","No","No","#The2Coupé shows us a whole new definition of pure driving pleasure. Supported with its athletic design, powerful engines, and sophisticated chassis technology, this automobile gives you full control of your driving experience.  Experience The all-new BMW 2 Series Coupé, only at the BMW Pavilion at @giias_id . 11-21 Aug @ ICE BSD.  #BMWIndonesia #DriveTheRealStars #DrivenByTheBest #BMWatGIIAS2022 #GIIAS2022","https://www.instagram.com/p/Cg9YyHSNaYf/","17944116146054485","22856","1305","18","35","5,94","0"
"INSTAGRAM","BMW Indonesia","2022-07-28 11:27:27","CAROUSEL","Timeline","No","No","No","Fierce, refined, and rewarding! The X4 is powered by superior BMW TwinPower Turbo engines, supported with xDrive for smooth on-road and off-road adjustment.  Sculpted for sport, this expressive athlete comes with standard xLine and a refreshed kidney grille design. Equipped with innovative LED headlights that provide optimal illumination for the road ahead. Complemented with comfortable contours, smart drive, and configurable storage, The X4 brings you an unrivaled sense of quality and is ready to conquer all challenges on the road.  Ready to lift up your game with The New BMW X4? Experience firsthand now at your nearest BMW Authorized Dealers, exclusively on 29-31 July 2022.  #BMWIndonesia #LiftUpYourGame #TheX4 #DriveTheRealStars #GIIAS2022","https://www.instagram.com/p/CgjeNLEP58v/","17922945314362150","24997","1323","14","64","5,6","12083"
"INSTAGRAM","BMW Indonesia","2022-07-27 11:01:13","CAROUSEL","Timeline","No","No","No","Our excitement level is through the roof. A new game changer is coming to town.  Brace yourselves for the launch of our newest fleet. Can you guess the BMW model by this snippets?  Stick around to witness of this expressive athlete!  #BMWIndonesia #LiftUpYourGame #DriveTheRealStars","https://www.instagram.com/p/Cgg2Z7bNNu2/","17895844697594263","18634","1000","10","14","5,5","0"
"INSTAGRAM","BMW Indonesia","2022-07-15 11:00:18","IMAGE","Timeline","No","No","No","Witness the star-studded collection of the all-new BMW models at GIIAS.  Only at the BMW Pavilion @giias_id on 11-21 Aug 2022. Mark your calendar.  #DriveTheRealStars #BMWIndonesia #DrivenByTheBest #GIIAS2022","https://www.instagram.com/p/CgB8woEtB7t/","17863286096758198","11400","433","10","8","3,96","-"
"INSTAGRAM","BMW Indonesia","2022-07-14 13:16:19","IMAGE","Timeline","No","No","No","Get ready to see the real stars.  Only at the BMW Pavilion @giias_id on 11-21 Aug 2022. Mark your calendar.  #DriveTheRealStars #BMWIndonesia #DrivenByTheBest #GIIAS202","https://www.instagram.com/p/Cf_niU_vVEf/","17951033812890183","11119","487","8","4","4,49","-"
"INSTAGRAM","BMW Indonesia","2022-07-09 05:36:09","CAROUSEL","Timeline","No","No","No","Experience a new realm of dynamic driving with quicker acceleration, powered with the M competition package.   The X4 M Competition will deliver a breathtaking 0-100 km/h in 3.7 seconds and rockets with 650 Nm, and its new 21’’ Competition forged wheels will highlight the exceptional athleticism. With performance in mind, The New X4M also provide personalized comfort and convenience that comes with  a larger 12.3” Central Information Display and climate controls.  Check out our website at bmw.co.id or visit our Authorized BMW M Dealers to book The X4M now. Limited availability.  #BMWIndonesia #ChallengeTheStandard #WeAreM #X4M","https://www.instagram.com/p/Cfx65GHqeW7/","17959790215730991","14770","687","9","56","5,09","0"
"INSTAGRAM","BMW Indonesia","2022-07-08 11:00:26","VIDEO","Timeline","No","No","No","There is nothing standard about BMW X3M & X4M Competition.  The state of the art. The contemporary mobility of the highest caliber.  Experience pure athleticism from start to finish, whether it’s the unexceptional versatility of BMW X3 M or the dramatic BMW X4 M. Visit bmw.co.id to find out more about these two thrilling sports car, or visit your nearest Authorized BMW M Dealers. Limited availability.  #BMWIndonesia #ChallengeTheStandard #WeAreM #X3M #X4M","https://www.instagram.com/tv/Cfv7L_EPzVp/","17942472755014355","14360","374","1","16","2,72","4330"
"INSTAGRAM","BMW Indonesia","2022-07-07 08:08:58","CAROUSEL","Timeline","No","No","No","The new BMW X3M Competition gives you a powerful presence. The engine output was increased to 510 horsepower and paired to an 8-Speed Steptronic transmission + M Competition package. Its characteristic of coupé-like shape and the perfectly coordinated M Competition design shows a dynamic and athletic display.   Whichever road you’re taking, X3M’s motorsport roots of BMW M complemented by the true X character, will definitely ensure you of a driving pleasure on any terrain.  Find out more info on our website at bmw.co.id, or visit the Authorized BMW M Dealer @bmw.eurokars. Limited availability.  #BMWIndonesia #ChallengeTheStandard #WeAreM #X3M","https://www.instagram.com/p/CftCzGZP34K/","17955489103903793","27979","1663","17","91","6,33","0"
"INSTAGRAM","BMW Indonesia","2022-07-05 04:58:41","VIDEO","Timeline","No","No","No","Why settle when you can challenge the standard? Get ready to witness redefined performance. Stay tuned on our social media, because something exciting is heading in your way.  #BMWIndonesia #ChallengeTheStandard","https://www.instagram.com/p/CfnjaFxhAV4/","17989585408505870","29020","1129","18","52","4,13","11802"
"INSTAGRAM","BMW Indonesia","2022-07-02 06:00:15","CAROUSEL","Timeline","No","No","No","The 530i Touring comes with the M Sport package design, completed with 19” M light alloy wheels and M sport brake. You can also experience extended roominess with our panorama sunroof and spacious cargo.   No more worries when you’re facing a long journey ahead, as The 530i Touring also comes with future proof, an upgraded technology to provide you the ultimate comfort.   Experience an effortless drive with our Driving assistant complete with parking and reversing assistant, and the active cruise control with stop and go function.  Head over to our website at bmw.co.id or visit our Authorized BMW Dealers to book your The 530i Touring now. Limited availability. #BMWIndonesia #DrivenByTheBest #ExtendTheJoy #The5Touring","https://www.instagram.com/p/Cff8GCLhoPk/","17930884673364230","25872","1314","12","77","5,42","0"
"INSTAGRAM","BMW Indonesia","2022-07-01 11:06:04","VIDEO","Timeline","No","No","No","Who’s excited about our new and enhanced 530i Touring? Find out everything you need to know about this elegant beast right here!   With its enhanced sportiness, comfort, and technology, The 530i Touring brings you an extended pleasurable driving sensation.  Check out our website at bmw.co.id or visit our Authorized BMW Dealers to book your The 530i Touring now. Limited availability.  #BMWIndonesia #DrivenByTheBest #ExtendTheJoy #The5Touring","https://www.instagram.com/p/Cfd6SFuB8eH/","17867078576696693","24658","909","16","37","3,9","7827"
"INSTAGRAM","BMW Indonesia","2022-06-30 04:36:26","CAROUSEL","Timeline","No","No","No","The wait is finally over! Meet the enhanced 530i Touring. A sporty and distinctive appearance that presents the ideal combination of stimulating performance and superior comfort. Get your adventurous mode on, and extend the joyous escapade!  Limited availability. Book yours now at our Authorized BMW dealers, or head over to our website at bmw.co.id for more information.  #BMWIndonesia #DrivenByTheBest #ExtendTheJoy #The5Touring","https://www.instagram.com/p/Cfao6Y5vRkn/","17972282815618381","49535","3615","69","191","7,82","0"
"INSTAGRAM","BMW Indonesia","2022-06-29 11:00:42","IMAGE","Timeline","No","No","No","We’re getting closer than ever. Get ready for an enhanced technology that gives you the ultimate adventure and safety.  #BMWIndonesia #DrivenByTheBest #ExtendTheJoy","https://www.instagram.com/p/CfYwF3lBYVu/","18058618822319592","20023","882","6","21","4,54","-"
"INSTAGRAM","BMW Indonesia","2022-06-27 11:00:30","VIDEO","Timeline","No","No","No","Prepare yourself for an exhilarating ride, supported by an enhanced comfort.  #BMWIndonesia #DrivenByTheBest #ExtendTheJoy","https://www.instagram.com/p/CfTmdH6BFpo/","18015573598410129","26999","1186","49","51","4,76","9614"
"INSTAGRAM","BMW Indonesia","2022-06-24 11:00:34","IMAGE","Timeline","No","No","No","Ready to extend your joy? Stay tuned for the elegant beast on our social media.  #BMWIndonesia #DrivenByTheBest #ExtendTheJoy","https://www.instagram.com/p/CfL4GmdPRFJ/","18235299250114892","29633","1812","28","40","6,34","-"
"INSTAGRAM","BMW Indonesia","2022-06-23 13:59:14","CAROUSEL","Timeline","No","No","No","Hari ini, BMW Artha Motor Lestari dan BMW Indonesia meresmikan Diler BMW Premium Selection Pertama dari BMW AML di Jakarta: Luminary Used Car.  BMW Group Indonesia bangga menjadi produsen kendaraan premium pertama di Indonesia yang menghadirkan layanan khusus untuk kendaraan seken bersertifikat sejak tahun 2013. Bersama dengan BMW AML, BMW akan terus hadirkan beragam inovasi untuk memberikan layanan yang berkualitas, salah satunya menawarkan nilai jual kembali yang fantastis, stabil, dan dapat diandalkan.  BMW Premium Selection – Luminary Used Car memberikan keuntungan transaksi seperti trade-in offer yang menarik, pick-up service, approved service history, one stop shop solution, 12 months warranty, 360-degree technical check, individual financing offer, and BMW Roadside Assistance.  Untuk informasi lebih lanjut kunjungi diler BMW Premium Selection Pertama: Luminary Used Car di Jl. MT Haryono No. Kav. 30, Jakarta Selatan ataupun melalui website resmi bmw-aml.co.id. Ikuti juga akun instagram @bmwaml_usedcar untuk informasi mengenai promo dan stok terkini!  #BMWIndonesia #DrivenByTheBest","https://www.instagram.com/p/CfJnwSWvSDk/","17939914856167256","22879","966","11","25","4,38","0"
"INSTAGRAM","BMW Indonesia","2022-06-16 09:57:06","IMAGE","Timeline","No","No","No","Imagine this, you can get the keys to any model from the BMW X vehicle range, Which one would you pick? Choose your fighters and comment below why you think it’s the best!  #BMWIndonesia  #BMWX #DrivenByTheBest","https://www.instagram.com/p/Ce3KesWPeDd/","17986519783508329","14166","342","10","17","2,6","-"
"INSTAGRAM","BMW Indonesia","2022-06-13 10:44:28","IMAGE","Timeline","No","No","No","As we mark 50 years of #BMWM, we’re preparing a very special celebration for our beloved community.  But first tell us, which BMW M model is your all time favorite? Stay tuned on our social media because we might have something exciting for you!   Don't forget to visit our website at bmw.co.id to find out more about our BMW M models.  #BMWIndonesia  #WeAreM #DrivenByTheBest","https://www.instagram.com/p/CevhhFSvhHr/","17908840082579059","19588","725","20","21","3,91","-"
"INSTAGRAM","BMW Indonesia","2022-06-05 05:37:16","IMAGE","Timeline","No","No","No","For BMW, sustainability isn’t just a buzzword. It's something we always try to live up to through long-term thinking and responsible actions.  BMW places great value on ensuring that raw materials for manufacturing are not only environmentally sourced, but also socially and ethically responsible. Alongside that, we always take a holistic approach when assesing the environmental impact of our automobile, from supply chain to recycling.  As the pioneer in electro mobility and digitalization, BMW i is the embodiment of our responsibility to the environment while also being the greenest and boldest electric vehicle in the world.  #WorldEnvironmentDay #BMWIndonesia #DrivenByTheBest","https://www.instagram.com/p/CeaYAEDBDp_/","18036644443358378","17761","428","11","14","2,55","-"
"INSTAGRAM","BMW Indonesia","2022-05-31 04:59:11","CAROUSEL","Timeline","No","No","No","No matter what challenges may appear in your way, THE NEW X3 eagerly anticipates them.  #THEX3 xDrive30i M Sport offers supreme ride comfort on every terrain, with BMW iconic adaptive LED headlight with Laserlight, comfortable 2nd row with adjustable seat backrest & 3-zone automatic air conditioning as well as sportier interior touch with M leather steering wheel wrapped in luxurious Walknappa leather, latest technology of BMW Live Cockpit Professional including Apple CarPlay that could connect wirelessly.  This car also comes with xDrive, an intelligent permanent all-wheel drive system that makes your rainy journey safer and easily adapt to any kind of roads ahead of you.   Find out more about #TheNewBMWX3 by visiting bmw.co.id, contact BMW Contact Center at 1500 269 or send direct messages to 085288886269 (WhatsApp).  #BMWIndonesia #BMWX3 #DrivenByTheBest","https://www.instagram.com/p/CeNbqsrBhCS/","17939165111117266","36970","1843","41","208","5,66","0"
"INSTAGRAM","BMW Indonesia","2022-05-26 01:01:54","IMAGE","Timeline","No","No","No","May His blessing shine upon you, fill you with peace, and keep your faith alive in this very joyous day. For He has ascended and will guide all mankind with His eternal love.  Happy Ascension Day of Jesus Christ for those who celebrate it!   #BMWIndonesia #DrivenByTheBest","https://www.instagram.com/p/CeAIiYeBNSG/","17941462451037962","22470","518","8","21","2,43","-"
"INSTAGRAM","BMW Indonesia","2022-05-09 09:49:30","IMAGE","Timeline","No","No","No","Create your own joyful ride in this joyful month with #BMWX1sDrive18iMSport .   The magnificent X1 M Sport has come to set standards. A powerful and sporty exterior design with the elegant M high-gloss Shadow Line, and also an upgraded technology of BMW Control Display that will give you a joyful ride like no other.  Get a special offer for the purchase of this car, with low installment starting from around Rp 10 Mio / month.   #BMWIndonesia #DrivenByTheBest","https://www.instagram.com/p/CdVTZ39BWN9/","17935019777125316","18459","354","9","29","2,12","-"
"INSTAGRAM","BMW Indonesia","2022-05-06 10:57:53","IMAGE","Timeline","No","No","No","Your dream car is now closer than you think with #TheNew218iGranCoupéSport .   This Eid Mubarak moment will be the perfect time to #DoThingsYourWay. This provocative yet remarkable vehicle is supported with a sporty LED lights and frameless doors for a bold look. The BMW Parking Assistance and Sport Seats in Sensatec upholstery also offers incredible comfort, giving you sheer driving pleasure all the way through.  Enjoy a special offer of low installment for the purchase, starting from Rp 7,5 mio per month.  #BMWIndonesia #JoyInTogetherness","https://www.instagram.com/p/CdNs2A7hbV4/","18210801064179651","17099","322","5","19","2,02","-"
"INSTAGRAM","BMW Indonesia","2022-04-11 12:37:29","CAROUSEL","Timeline","No","No","No","BMW Group Indonesia bersama PT Karyatama Trans Niaga Resmikan Diler Kendaraan Premium Terlengkap Pertama di Pekanbaru. BMW Trans hadirkan Dealership dengan Fasilitas Lengkap dan fokus pada Konsep Sustainability.  Aspek sustainability ini diwujudkan lewat konsep bangunan yang menggunakan banyak material kaca untuk memperbanyak cahaya alami dan mengurangi penggunaan listrik, serta menggunakan rotan dari pengrajin lokal di Pekanbaru.   Di kesempatan yang sama, BMW Indonesia juga memperkenalkan All-New BMW Seri 2 Gran Coupé untuk daerah Pekanbaru dan sekitarnya.   Bagi Anda yang ingin mencoba langsung rangkaian kendaraan terbaru dari BMW, segera kunjungi BMW Trans di Jl. Soekarno-Hatta, Pekanbaru, Riau.  #JoyInTogetherness #BMWIndonesia","https://www.instagram.com/p/CcNgXr1hYXF/","18022315783369726","35201","1998","19","65","5,91","0"
"INSTAGRAM","BMW Indonesia","2022-03-21 05:00:27","CAROUSEL","Timeline","No","No","No","BMW M GmbH berkomitmen dalam bekerjasama jangka panjang dan DNA Motorsport dengan menjadi Official Car of MotoGP. Hadir di hadapan 60,000 penonton, #BMWM2CSRacing, #BMWM3Competition dan #BMW330eMSport tampil sebagai Safety Cars di ajang MotoGP di Sirkuit Mandalika.  BMW M2 CS Racing adalah bagian dari rangkaian ekstensif mobil balap BMW M Motorsport dengan mesin luar biasa yang mampu menghasilkan hingga 450 hp, serta dilengkapi teknologi khusus motorsport seperti ABS dan DSC, Limited Slip Differential dengan pre-load dan pendinginan terpisah, serta Drive Shafts yang diproduksi dan atap karbon.  Kendaraan BMW 330e M Sport menjadi Safety Car MGPA khusus untuk Pertamina Mandalika International Street Circuit, yang juga pernah digunakan pada Tes MotoGP Mandalika 2022 sebagai ujian pramusim menjelang MotoGP dan ajang MotoGP itu sendiri pada tanggal 18-20 Maret. BMW 330e M Sport hadir dengan BMW eDrive technology dan merupakan kendaraan Plug-in Hybrid Electric Vehicle (PHEV) yang mampu memberikan kenikmatan dalam berkendara serta efisiensi.  Untuk informasi lebih lanjut terkait mobil BMW, Anda dapat kunjungi website BMW Indonesia di bmw.co.id. #BMWIndonesia","https://www.instagram.com/p/CbWnX00BB-K/","18132496834253682","47797","3348","48","156","7,43","0"
"INSTAGRAM","BMW Indonesia","2022-03-16 14:32:59","CAROUSEL","Timeline","No","No","No","BMW Indonesia meluncurkan SUV model terbarunya, The New BMW X3 yang hadir dalam dua trim baru: #BMWX3xDrive30iMSport dan #BMWX3sDrive20ixLine. Varian terbaru dari generasi ketiga BMW X3 produksi lokal diluncurkan dengan tampilan terbaru dan fitur keunggulan yang telah diperkenalkan pada tahun lalu.  BMW X3 xDrive30i M Sport dilengkapi dengan eksterior dan interior BMW M Sport yang ikonik dan sporty, konstruksi BMW Efficient Lightweight, Wireless Apple Carplay, BMW Laserlight, dan jok yang dibalut Sensatec upholstery. Kelengkapan ""M Sport Exterior Package"" juga semakin diperjelas dengan kehadiran M Aerodynamics package yang ditandai dengan velg 20"" M Light Alloy Wheels Double-Spoke Style 787 M Bicolour dan runflat.  Peningkatan xLine pada BMW X3 sDrive20i xLine memberikan tampilan lebih kokoh dan kontras dengan elemen xLine di eksterior pada bagian depan, belakang, dan samping kendaraan. Selain itu, BMW X3 sDrive20i xLine juga dilengkapi teknologi canggih seperti Remote Engine Start, Parking Assistant Plus dan Driving Assistant, serta Adaptive LED dengan BMW Selective Beam yang membuat momen berkendara Anda semakin nyaman dan aman.  Untuk informasi lebih lanjut mengenai #TheNewBMWX3, Anda dapat kunjungi bmw.co.id, hubungi hubungi BMW Contact Center di 1500 269 atau kirim pesan langsung ke 085288886269 (WhatsApp). #BMWIndonesia","https://www.instagram.com/p/CbKw659BrYY/","17936857060890910","52713","2528","57","119","5,13","0"
"INSTAGRAM","BMW Indonesia","2022-03-16 13:59:03","CAROUSEL","Timeline","No","No","No","BMW Group Indonesia bersama dengan PT Karya Prima Ultima telah meresmikan pembukaan BMW Ultima, sebuah fasilitas untuk perbaikan dan pengecatan kendaraan BMW dan MINI level tertinggi dari BMW dengan menggunakan konsep Sustainability terlengkap.  Tujuan utama dalam peluncuran BMW Ultima adalah memberikan pengalaman terbaik pada pelanggan setia BMW di industri otomotif, dengan adanya teknisi terlatih khusus, peralatan diagnostik terbaru, serta kelengkapan suku cadang asli BMW dan MINI.  Bagi Anda yang menginginkan servis level tertinggi untuk kendaraan BMW dan MINI Anda, kunjungi BMW Ultima di Jl. Ciater Raya No. 28A, Serpong, Tangerang Selatan, hari Senin-Sabtu, pukul 8:00-17:00. #BMWIndonesia","https://www.instagram.com/p/CbKtCWUrqgn/","17849162867738706","30983","1329","5","59","4,5","0"
"INSTAGRAM","BMW Indonesia","2022-03-10 11:00:08","IMAGE","Timeline","No","No","No","Rasakan kemewahan dalam berkendara dengan BMW #530iOpulence. Dapatkan penawaran terbaik untuk setiap pembelian #BMW530iOpulence berupa cicilan ringan dari Rp. 20 Jutaan/Bulan. #BMWIndonesia","https://www.instagram.com/p/Ca67ypoBLtr/","17884891385552762","22530","464","15","34","2,28","-"
